,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,percent_bachelor_or_above
10165,"MCCONNELL, LIZZETTA HILL",AL,1.0,DEM,2018,23.3
10166,"BYRNE, BRADLEY ROBERTS",AL,1.0,REP,2018,23.3
10167,"MOORE, FELIX BARRY",AL,2.0,REP,2018,21.8
10168,"AMASON, THOMAS MARRION III",AL,2.0,REP,2018,21.8
10169,"ROBY, MARTHA",AL,2.0,REP,2018,21.8
10170,"ISNER, TABITHA KAY",AL,2.0,DEM,2018,21.8
10171,"BRIGHT, BOBBY NEAL SR.",AL,2.0,REP,2018,21.8
10172,"HOBSON, RICH",AL,2.0,REP,2018,21.8
10173,"WILLIAMS, AUDRI SCOTT 1955",AL,2.0,DEM,2018,21.8
10174,"HAGAN, MALLORY",AL,3.0,DEM,2018,21.2
10175,"WINFREY, ADIA MCCLELLAN DR",AL,3.0,DEM,2018,21.2
10176,"CASSON, THOMAS SICK OF D.C.",AL,3.0,IND,2018,21.2
10177,"SMITH, JESSE T",AL,3.0,DEM,2018,21.2
10178,"ROGERS, MICHAEL",AL,3.0,REP,2018,21.2
10179,"NORRIS, PHILLIP",AL,4.0,REP,2018,16.3
10180,"NEIGHBORS, RICKY ALLEN",AL,4.0,DEM,2018,16.3
10181,"MOSES, MIKE",AL,4.0,REP,2018,16.3
10182,"BLACKMON, ANTHONY MR",AL,4.0,REP,2018,16.3
10183,"ADERHOLT, ROBERT B. REP.",AL,4.0,REP,2018,16.3
10184,"AUMAN, JAMES LEE",AL,4.0,DEM,2018,16.3
10185,"JOFFRION, PETER S.",AL,5.0,DEM,2018,30.5
10186,"BROOKS, MO",AL,5.0,REP,2018,30.5
10187,"HINCHMAN, ROBERT CLAYTON MR",AL,5.0,GOP,2018,30.5
10188,"HOLTZCLAW, WILLIAM LOVETTE",AL,5.0,REP,2018,30.5
10189,"SWEENEY, TERRENCE MICHAEL",AL,5.0,REP,2018,30.5
10190,"CAIN, BRETT BUTLER",AL,5.0,DEM,2018,30.5
10191,"KLINE, DANNER",AL,6.0,DEM,2018,35.2
10192,"PALMER, GARY",AL,6.0,REP,2018,35.2
10193,"RICE, RICHARD BRAND NEW",AL,7.0,DEM,2018,19.1
10194,"SEWELL, TERRI A.",AL,7.0,DEM,2018,19.1
10195,"MAY, JUSTIN TYLER MR.",AL,88.0,DEM,2018,
10196,"PRESLEY, ELVIS",AR,1.0,LIB,2018,15.7
10197,"CRAWFORD, ERIC ALAN RICK",AR,1.0,REP,2018,15.7
10198,"DESAI, CHINTAN",AR,1.0,DEM,2018,15.7
10199,"SPENCER, PAUL JOHN MR.",AR,2.0,DEM,2018,28.4
10200,"TUCKER, EVERETT CLARKE IV",AR,2.0,DEM,2018,28.4
10201,"HILL, JAMES FRENCH",AR,2.0,REP,2018,28.4
10202,"BURCH, NATASHIA",AR,2.0,IND,2018,28.4
10203,"SWAFFORD, JOE RYNE",AR,2.0,LIB,2018,28.4
10204,"COMBS, GWENDOLYNN MILLEN MRS.",AR,2.0,DEM,2018,28.4
10205,"DUNKLEY, JONATHAN",AR,2.0,DEM,2018,28.4
10206,"MAHONY, JOSH",AR,3.0,DEM,2018,25.6
10207,"RYERSE, ROBERT",AR,3.0,REP,2018,25.6
10208,"MOODY, JOSH",AR,3.0,IND,2018,25.6
10209,"KALAGIAS, MICHAEL J",AR,3.0,LIB,2018,25.6
10210,"TATE, JASON",AR,3.0,OTH,2018,25.6
10211,"WOMACK, STEVE",AR,3.0,REP,2018,25.6
10212,"MARTIN, SUSANANN",AR,4.0,W,2018,16.1
10213,"DAVIS, RICHARD HARRISON JR",AR,4.0,DEM,2018,16.1
10214,"FOSTER, JACK E",AR,4.0,IND,2018,16.1
10215,"CANADA, TOM",AR,4.0,LIB,2018,16.1
10216,"WESTERMAN, BRUCE",AR,4.0,REP,2018,16.1
10217,"BARRETT, MICHAEL",AR,4.0,LIB,2018,16.1
10218,"CALDWELL, RANDY",AR,4.0,REP,2018,16.1
10219,"MCQUEEN, LEE",AR,4.0,IND,2018,16.1
10220,"SHAMEL, HAYDEN CATHERINE",AR,4.0,DEM,2018,16.1
10221,"AMATA, AUMUA",AS,0.0,REP,2018,
10222,"TUIKA, TUIKA",AS,0.0,IND,2018,
10223,"SUITONU-CHAPMAN, MELEAGI",AS,0.0,DEM,2018,
10224,"O'HALLERAN, TOM",AZ,1.0,DEM,2018,23.6
10225,"SMITH, STEVE",AZ,1.0,REP,2018,23.6
10226,"OLIVAS, MIGUEL",AZ,1.0,DEM,2018,23.6
10227,"ROGERS, WENDY",AZ,1.0,REP,2018,23.6
10228,"CAVANAUGH, KEVIN",AZ,1.0,REP,2018,23.6
10229,"SHEDD, TIFFANY",AZ,1.0,REP,2018,23.6
10230,"HEINZ, MATTHEW GERALD",AZ,2.0,DEM,2018,33.0
10231,"KIRKPATRICK, ANN",AZ,2.0,DEM,2018,33.0
10232,"SHERRY, BARBARA LOUISE",AZ,2.0,DEM,2018,33.0
10233,"MARTIN, BRANDON RAY",AZ,2.0,REP,2018,33.0
10234,"YUKSEL, YAHYA",AZ,2.0,DEM,2018,33.0
10235,"MATIELLA, MARIA MARY",AZ,2.0,DEM,2018,33.0
10236,"MARQUEZ PETERSON, LEA",AZ,2.0,REP,2018,33.0
10237,"VERDIN, CHARLIE",AZ,2.0,DEM,2018,33.0
10238,"FOSTER, WILLIAM ABBOTT PHD",AZ,2.0,DEM,2018,33.0
10239,"MORALES, DANIEL ROMERO JR",AZ,2.0,REP,2018,33.0
10240,"WELCH, CASEY BURKE MR.",AZ,2.0,REP,2018,33.0
10241,"WHEELER, BRUCE",AZ,2.0,DEM,2018,33.0
10242,"REILLY, JOSHUA 'JOSH'",AZ,2.0,GRE,2018,33.0
10243,"WILES, MARILYN MS",AZ,2.0,REP,2018,33.0
10244,"KOVACS, WILLIAM RICHARD",AZ,2.0,DEM,2018,33.0
10245,"PIERSON, JOE NICOLAS",AZ,3.0,REP,2018,15.7
10246,"ABATECOLA, BILL",AZ,3.0,REP,2018,15.7
10247,"VASQUEZ, JAIME ALFREDO",AZ,3.0,UNK,2018,15.7
10248,"ARELLANO, SERGIO",AZ,3.0,REP,2018,15.7
10249,"GILMORE, SHAWN",AZ,3.0,IDP,2018,15.7
10250,"GRIJALVA, RAUL M",AZ,3.0,DEM,2018,15.7
10251,"SAN MIGUEL, EDNA",AZ,3.0,REP,2018,15.7
10252,"EVANS, PAUL MURRAY",AZ,3.0,REP,2018,15.7
10253,"BRILL, DAVID H",AZ,4.0,DEM,2018,18.6
10254,"PEREZ GISSY, ANA MARIA MS",AZ,4.0,DEM,2018,18.6
10255,"ANDRESKI, THADDEUS J MR. II",AZ,4.0,W,2018,18.6
10256,"DISANTO, DELINA",AZ,4.0,DEM,2018,18.6
10257,"KNAUER, HARYAKSHA GREGOR",AZ,4.0,GRE,2018,18.6
10258,"GOSAR, PAUL DR.",AZ,4.0,REP,2018,18.6
10259,"BIGGS, ANDY MR.",AZ,5.0,UNK,2018,34.7
10260,"MENOR, SCOTT A",AZ,5.0,DEM,2018,34.7
10261,"MARGALIS, TONY",AZ,5.0,DEM,2018,34.7
10262,"PACE, TYLER",AZ,5.0,REP,2018,34.7
10263,"TORRES, JOSE LAZARO",AZ,5.0,DEM,2018,34.7
10264,"GREENE, JOAN",AZ,5.0,DEM,2018,34.7
10265,"ROSS, HEATHER MAURA",AZ,6.0,DEM,2018,42.9
10266,"MALIK, ANITA",AZ,6.0,DEM,2018,42.9
10267,"SCHWEIKERT, DAVID",AZ,6.0,REP,2018,42.9
10268,"MCFADDEN, GARRICK ARVIN MR.",AZ,6.0,DEM,2018,42.9
10269,"JETTE, MATT DR.",AZ,6.0,DEM,2018,42.9
10270,"WILLIAMSON, W JOHN",AZ,6.0,DEM,2018,42.9
10271,"GALLEGO, RUBEN",AZ,7.0,DEM,2018,14.0
10272,"MIRANDA, CATHERINE",AZ,7.0,DEM,2018,14.0
10273,"SAWDY, STEVEN",AZ,8.0,REP,2018,28.3
10274,"ALLEN, CHAD",AZ,8.0,REP,2018,28.3
10275,"MUSSELWHITE, ROBERT RICHARD",AZ,8.0,DEM,2018,28.3
10276,"SWING, GARY D",AZ,8.0,GRE,2018,28.3
10277,"MONTENEGRO, STEVE",AZ,8.0,REP,2018,28.3
10278,"LESKO, DEBBIE",AZ,8.0,REP,2018,28.3
10279,"MCHALE, JUDITH KEENAN",AZ,8.0,DEM,2018,28.3
10280,"BAKER, SCOTT ALLEN 1972",AZ,8.0,REP,2018,28.3
10281,"ANGRY, TRAVIS",AZ,8.0,REP,2018,28.3
10282,"SCHUSTER, ROBERT KYLE",AZ,8.0,DEM,2018,28.3
10283,"STUMP, BOB",AZ,8.0,REP,2018,28.3
10284,"SYLVESTER, CHRISTOPHER",AZ,8.0,IND,2018,28.3
10285,"BEYER, AUGUSTINE BEYER",AZ,8.0,NNE,2018,28.3
10286,"SCHARER, GENE PAUL",AZ,8.0,DEM,2018,28.3
10287,"DOLGOS, STEPHEN",AZ,8.0,REP,2018,28.3
10288,"VAN STEENWYK, CLAIR JEROME MARION",AZ,8.0,REP,2018,28.3
10289,"YATES, MARK",AZ,8.0,REP,2018,28.3
10290,"WESTBROOK, BRIANNA",AZ,8.0,DEM,2018,28.3
10291,"OLSEN, ROBERT DEAN",AZ,8.0,DEM,2018,28.3
10292,"TIPIRNENI, HIRAL",AZ,8.0,DEM,2018,28.3
10293,"DILLEY, BRENDEN",AZ,8.0,REP,2018,28.3
10294,"DOWLING, SANDRA ELAINE DR",AZ,8.0,REP,2018,28.3
10295,"LIEN, DAVID",AZ,8.0,REP,2018,28.3
10296,"LOVAS, PHIL",AZ,8.0,REP,2018,28.3
10297,"MACK, RICHARD",AZ,8.0,REP,2018,28.3
10298,"ARAUJO, HECTOR MR.",AZ,9.0,DEM,2018,36.7
10299,"BARONESS VON BEHR, IRINA",AZ,9.0,REP,2018,36.7
10300,"FERRARA, STEVE MD",AZ,9.0,REP,2018,36.7
10301,"FUENTES, TALIA",AZ,9.0,DEM,2018,36.7
10302,"GILES, DAVID VICTOR",AZ,9.0,REP,2018,36.7
10303,"STANTON, GREG",AZ,9.0,DEM,2018,36.7
10304,"LEIBSOHN, SETH MR.",AZ,9.0,REP,2018,36.7
10305,"DENNEY, AUDREY",CA,1.0,DEM,2018,23.2
10306,"STORMENT, BRANDON",CA,1.0,DEM,2018,23.2
10307,"PETERSON, DAVID",CA,1.0,DEM,2018,23.2
10308,"JORDAN, LAWRENCE WHITING MR",CA,1.0,DEM,2018,23.2
10309,"WALTERS, MARTHA",CA,1.0,DEM,2018,23.2
10310,"LAMALFA, DOUG",CA,1.0,REP,2018,23.2
10311,"ELBINGER, LEWIS",CA,1.0,GRE,2018,23.2
10312,"DUNCAN, DENNIS DEAN",CA,1.0,DEM,2018,23.2
10313,"HOLCOMBE, JESSICA JONES",CA,1.0,DEM,2018,23.2
10314,"CHEADLE, GREGORY",CA,1.0,REP,2018,23.2
10315,"MENSING, DALE KENNETH",CA,2.0,REP,2018,40.0
10316,"HUFFMAN, JARED",CA,2.0,DEM,2018,40.0
10317,"CAFFREY, ANDY",CA,2.0,DEM,2018,40.0
10318,"GARAMENDI, JOHN",CA,3.0,DEM,2018,24.5
10319,"PUETT, KEVIN",CA,3.0,DEM,2018,24.5
10320,"SCHAUPP, CHARLES EUGENE",CA,3.0,REP,2018,24.5
10321,"MORSE, JESSICA",CA,4.0,DEM,2018,32.2
10322,"CALDERON, ROZA I",CA,4.0,DEM,2018,32.2
10323,"BATESON, REGINA",CA,4.0,DEM,2018,32.2
10324,"MCCLINTOCK, THOMAS",CA,4.0,REP,2018,32.2
10325,"WILCOX, ROCHELLE LYN",CA,4.0,DEM,2018,32.2
10326,"MARTIN, RICHARD JAMES",CA,4.0,DEM,2018,32.2
10327,"LAWTON, ROBERT",CA,4.0,DEM,2018,32.2
10328,"WHITE, MITCHELL",CA,4.0,REP,2018,32.2
10329,"MILLS, ANTHONY",CA,5.0,NOP,2018,30.4
10330,"VAN RAAM, DOUGLAS SCOTT",CA,5.0,REP,2018,30.4
10331,"THOMPSON, MIKE MR.",CA,5.0,DEM,2018,30.4
10332,"KISHINEFF, JASON",CA,5.0,GRE,2018,30.4
10333,"PALSSON, NILS IAN",CA,5.0,NOP,2018,30.4
10334,"JEFFERSON, JRMAR",CA,6.0,DEM,2018,26.8
10335,"MATSUI, DORIS",CA,6.0,DEM,2018,26.8
10336,"JEFFERSON, DELMA",CA,6.0,DEM,2018,26.8
10337,"GRANT, ANDREW",CA,7.0,REP,2018,32.6
10338,"BARASH, YONA",CA,7.0,REP,2018,32.6
10339,"WESTMORELAND, BRAD",CA,7.0,DEM,2018,32.6
10340,"CLAYTOR, REGINALD H",CA,7.0,NOP,2018,32.6
10341,"KIPUKE, OMBA",CA,7.0,REP,2018,32.6
10342,"RICHARDSON, ROBERT CHRISTIAN",CA,7.0,GRE,2018,32.6
10343,"BERA, AMERISH",CA,7.0,DEM,2018,32.6
10344,"BROWN, YOLANDA",CA,8.0,DEM,2018,16.0
10345,"RAMIREZ-DEAN, RITA DR",CA,8.0,DEM,2018,16.0
10346,"DOYLE, MARGE",CA,8.0,DEM,2018,16.0
10347,"DONNELLY, TIMOTHY M.",CA,8.0,REP,2018,16.0
10348,"COOK, PAUL",CA,8.0,REP,2018,16.0
10349,"O'DONNELL, RONALD",CA,8.0,DEM,2018,16.0
10350,"DONNELLY, TIM",CA,8.0,REP,2018,16.0
10351,"TSARNAS, MIKE",CA,9.0,OTH,2018,19.7
10352,"MCNERNEY, GERALD MARK",CA,9.0,DEM,2018,19.7
10353,"LIVENGOOD, MARLA",CA,9.0,REP,2018,19.7
10354,"HOWZE, TED D II",CA,9.0,REP,2018,19.7
10355,"BATTISTA, LISA",CA,10.0,DEM,2018,17.2
10356,"MADUENO, VIRGINIA",CA,10.0,DEM,2018,17.2
10357,"HARDER, JOSH",CA,10.0,DEM,2018,17.2
10358,"DENHAM, JEFF",CA,10.0,REP,2018,17.2
10359,"ZWAHLEN, SUE",CA,10.0,DEM,2018,17.2
10360,"SNOVER, TERRA EVA",CA,10.0,IND,2018,17.2
10361,"VAUGHN, SETH MICHAEL",CA,10.0,DEM,2018,17.2
10362,"EGGMAN, MICHAEL RAY",CA,10.0,DEM,2018,17.2
10363,"NYGARD, DOROTHY (DOTTY)",CA,10.0,DEM,2018,17.2
10364,"BEDOLLA, MATEO MORELOS",CA,10.0,DEM,2018,17.2
10365,"SHOBLOM, SCOTT",CA,10.0,IND,2018,17.2
10366,"BARKLEY, MICHAEL JAMES",CA,10.0,DEM,2018,17.2
10367,"LYTTON, ALVA",CA,11.0,DEM,2018,42.6
10368,"DESAULNIER, MARK",CA,11.0,DEM,2018,42.6
10369,"FITZGERALD, JOHN",CA,11.0,REP,2018,42.6
10370,"WOOD, CHRIS",CA,11.0,OTH,2018,42.6
10371,"DEMASI, CHASE MR",CA,12.0,REP,2018,56.3
10372,"REMMER, LISA",CA,12.0,REP,2018,56.3
10373,"PELOSI, NANCY",CA,12.0,DEM,2018,56.3
10374,"JAFFE, STEPHEN R",CA,12.0,DEM,2018,56.3
10375,"KHOJASTEH, RYAN",CA,12.0,DEM,2018,56.3
10376,"BUTTAR, SHAHID",CA,12.0,DEM,2018,56.3
10377,"GOLDSTEIN, MICHAEL",CA,12.0,NOP,2018,56.3
10378,"HERMANSON, BARRY",CA,12.0,GRE,2018,56.3
10379,"LEE, BARBARA",CA,13.0,DEM,2018,46.1
10380,"WELLS, LAURA",CA,13.0,GRE,2018,46.1
10381,"SPEIER, JACKIE",CA,14.0,DEM,2018,44.7
10382,"OSMENA, CRISTINA",CA,14.0,REP,2018,44.7
10383,"ST JOHN, ERICK BRENDAN",CA,15.0,NPA,2018,42.4
10384,"PETERS, RUDY PETERS",CA,15.0,REP,2018,42.4
10385,"SWALWELL, ERIC MICHAEL",CA,15.0,DEM,2018,42.4
10386,"COSTA, JIM",CA,16.0,DEM,2018,12.0
10387,"HENG, ELIZABETH",CA,16.0,REP,2018,12.0
10388,"COHEN, RONALD H",CA,17.0,REP,2018,54.9
10389,"KHANNA, ROHIT",CA,17.0,DEM,2018,54.9
10390,"TRAN, KHANH",CA,17.0,DEM,2018,54.9
10391,"WATSON, KENNITA",CA,17.0,LIB,2018,54.9
10392,"FORBES, STEPHEN",CA,17.0,DEM,2018,54.9
10393,"MELILLO, MICHAEL",CA,18.0,IND,2018,60.5
10394,"ESHOO, ANNA G",CA,18.0,DEM,2018,60.5
10395,"RUSSELL, CHRISTINE",CA,18.0,REP,2018,60.5
10396,"FREDRICH, JOHN KARL",CA,18.0,NOP,2018,60.5
10397,"LOFGREN, ZOE",CA,19.0,DEM,2018,33.5
10398,"AGUILERA, JUSTIN",CA,19.0,REP,2018,33.5
10399,"CHEADER, ROBERT NEIL",CA,20.0,IND,2018,27.1
10400,"PANETTA, JIMMY",CA,20.0,DEM,2018,27.1
10401,"KABAT, RONALD P.",CA,20.0,NOP,2018,27.1
10402,"DEITCH, DOUGLAS",CA,20.0,DEM,2018,27.1
10403,"COX, TERRANCE JOHN (TJ)",CA,21.0,DEM,2018,8.1
10404,"HUERTA, EMILIO J. MR.",CA,21.0,DEM,2018,8.1
10405,"VALADAO, DAVID",CA,21.0,REP,2018,8.1
10406,"COX, TJ",CA,21.0,DEM,2018,8.1
10407,"MERRYMAN, WILLIAM 'BILL'",CA,22.0,LIB,2018,24.0
10408,"FRANCO, RICARDO JOSE",CA,22.0,DEM,2018,24.0
10409,"BLIATOUT, BOBBY",CA,22.0,DEM,2018,24.0
10410,"NUNES, DEVIN GERALD",CA,22.0,REP,2018,24.0
10411,"JANZ, ANDREW",CA,22.0,DEM,2018,24.0
10412,"WILLIAMS, BRANT JOHN-MICHAEL",CA,22.0,DEM,2018,24.0
10413,"CARROLL, BRIAN",CA,22.0,NOP,2018,24.0
10414,"DAVIS, JAMES",CA,23.0,NOP,2018,19.6
10415,"BARRO, MARY",CA,23.0,DEM,2018,19.6
10416,"REED, WENDY",CA,23.0,DEM,2018,19.6
10417,"WILSON, KURTIS",CA,23.0,DEM,2018,19.6
10418,"OWEN, ROBERT THURMAN III",CA,23.0,DEM,2018,19.6
10419,"MCCARTHY, KEVIN",CA,23.0,REP,2018,19.6
10420,"MATTA, TATIANA",CA,23.0,DEM,2018,19.6
10421,"FAREED, JUSTIN",CA,24.0,REP,2018,33.0
10422,"WOODY, MICHAEL",CA,24.0,REP,2018,33.0
10423,"CARBAJAL, SALUD",CA,24.0,DEM,2018,33.0
10424,"KNIGHT, STEVE",CA,25.0,REP,2018,27.3
10425,"HILL, KATHERINE LAUREN",CA,25.0,DEM,2018,27.3
10426,"PHOENIX, JESS",CA,25.0,DEM,2018,27.3
10427,"FLEMING, DANIEL",CA,25.0,DEM,2018,27.3
10428,"FARRELL-SMITH, KELAN JOHN MR.",CA,25.0,DEM,2018,27.3
10429,"PALLANT, MARY",CA,25.0,DEM,2018,27.3
10430,"GREENAWAY, DIEDRA MICHELLE",CA,25.0,DEM,2018,27.3
10431,"MCVARISH, SCOTT",CA,25.0,DEM,2018,27.3
10432,"CAFORIO, BRYAN",CA,25.0,DEM,2018,27.3
10433,"MASTERMAN-SMITH, MIKE",CA,25.0,DEM,2018,27.3
10434,"SABATO, ANTONIO",CA,26.0,REP,2018,32.4
10435,"NELSON, JOHN",CA,26.0,DEM,2018,32.4
10436,"DAGNESSES, RAFAEL",CA,26.0,REP,2018,32.4
10437,"SKELTON, SHANE JOHN",CA,26.0,REP,2018,32.4
10438,"BURUM, JEFFREY DAVID MAJ (RET)",CA,26.0,REP,2018,32.4
10439,"BROWNLEY, JULIA",CA,26.0,DEM,2018,32.4
10440,"WITT, BRYAN",CA,27.0,DEM,2018,41.2
10441,"ESPINOZA, BRIAN ANTHONY MR.",CA,27.0,LIB,2018,41.2
10442,"CHU, JUDY",CA,27.0,DEM,2018,41.2
10443,"CARDENAS, BEATRICE I",CA,27.0,REP,2018,41.2
10444,"NICHOLS, DAMIEN MICHAEL",CA,28.0,DEM,2018,44.3
10445,"MARKOS, JUAN",CA,28.0,NPA,2018,44.3
10446,"NALBANDIAN, JOHNNY",CA,28.0,REP,2018,44.3
10447,"GENOVESE, SAL",CA,28.0,DEM,2018,44.3
10448,"SCHIFF, ADAM",CA,28.0,DEM,2018,44.3
10449,"SHAYANI, PAYAM MARK MR.",CA,28.0,IND,2018,44.3
10450,"DUENAS, ANGELICA",CA,29.0,GRE,2018,19.3
10451,"CARDENAS, TONY",CA,29.0,DEM,2018,19.3
10452,"REY, JUAN",CA,29.0,NOP,2018,19.3
10453,"SHAMMAS, JOSEPH",CA,29.0,DEM,2018,19.3
10454,"BERNAL, BENITO BENNY",CA,29.0,REP,2018,19.3
10455,"SCHRAGE, JOSEPH SCHRAGE",CA,30.0,REP,2018,42.1
10456,"RAB, AEJAZ (RAJI)",CA,30.0,DEM,2018,42.1
10457,"REED, MARK",CA,30.0,REP,2018,42.1
10458,"SHERMAN, BRAD",CA,30.0,DEM,2018,42.1
10459,"PELZER, JONATHAN",CA,30.0,DEM,2018,42.1
10460,"AGUILAR, PETE",CA,31.0,DEM,2018,23.0
10461,"AHMED, KAISAR",CA,31.0,DEM,2018,23.0
10462,"FLYNN, SEAN",CA,31.0,REP,2018,23.0
10463,"LUTZ, MARY ANN",CA,32.0,DEM,2018,20.5
10464,"SCOTT, JOSHUA",CA,32.0,REP,2018,20.5
10465,"QUINTERO, ANDRE",CA,32.0,DEM,2018,20.5
10466,"NAPOLITANO, GRACE",CA,32.0,DEM,2018,20.5
10467,"LIEU, TED",CA,33.0,DEM,2018,63.3
10468,"WRIGHT, KENNETH",CA,33.0,REP,2018,63.3
10469,"RODGERS, EMORY",CA,33.0,DEM,2018,63.3
10470,"CAMPOVERDI, ALEJANDRA",CA,34.0,DEM,2018,24.2
10471,"MCARDLE, ANGELA E.",CA,34.0,LIB,2018,24.2
10472,"SULLIVAN, RICHARD JOSEPH MR.",CA,34.0,DEM,2018,24.2
10473,"ALVAREZ, SIMON MARK",CA,34.0,REP,2018,24.2
10474,"MAC, STEVEN",CA,34.0,DEM,2018,24.2
10475,"FLORES, YOLIE",CA,34.0,DEM,2018,24.2
10476,"AHN, JASON DR.",CA,34.0,DEM,2018,24.2
10477,"WALKER, MICHELLE 'HOPE'",CA,34.0,DEM,2018,24.2
10478,"WALLACE, TENAYA",CA,34.0,DEM,2018,24.2
10479,"SOTOMAYOR, ARMANDO",CA,34.0,DEM,2018,24.2
10480,"GARZA, MELISSA 'SHARKIE'",CA,34.0,DEM,2018,24.2
10481,"SULLIVAN, RICHARD JOSEPH",CA,34.0,DEM,2018,24.2
10482,"MORRISON, WILLIAM 'RODRIGUEZ'",CA,34.0,REP,2018,24.2
10483,"PADILLA, MARK EDWARD",CA,34.0,NPA,2018,24.2
10484,"CARRILLO DONO, WENDY MARIA",CA,34.0,DEM,2018,24.2
10485,"DE LA FUENTE, RICARDO",CA,34.0,DEM,2018,24.2
10486,"VAN HOUTEN, TRACY",CA,34.0,DEM,2018,24.2
10487,"BARAJAS, RAMON MR. III",CA,34.0,REP,2018,24.2
10488,"HERNANDEZ, SARA",CA,34.0,DEM,2018,24.2
10489,"CABILDO, MARIA",CA,34.0,DEM,2018,24.2
10490,"GOMEZ, JIMMY",CA,34.0,DEM,2018,24.2
10491,"SIGANPORIA, KARL",CA,34.0,REP,2018,24.2
10492,"KIRKWOOD, KEITH LUCAS",CA,34.0,DEM,2018,24.2
10493,"DE LA FUENTE, RICARDO",CA,34.0,DEM,2018,24.2
10494,"PEREZ, JOHN A",CA,34.0,DEM,2018,24.2
10495,"MEJIA, KENNETH",CA,34.0,GRE,2018,24.2
10496,"MENDOZA, SANDRA",CA,34.0,DEM,2018,24.2
10497,"MEZA, RAYMOND ANTHONY JR.",CA,34.0,DEM,2018,24.2
10498,"AHN, ROBERT LEE",CA,34.0,DEM,2018,24.2
10499,"EDWARDS, ADRIENNE",CA,34.0,DEM,2018,24.2
10500,"CARMONA, ARTURO",CA,34.0,DEM,2018,24.2
10501,"TORRES, NORMA",CA,35.0,DEM,2018,14.8
10502,"BACA, JOE",CA,35.0,DEM,2018,14.8
10503,"VALIENTE, CHRISTIAN",CA,35.0,REP,2018,14.8
10504,"BENTLEY, ROBERT",CA,36.0,REP,2018,20.6
10505,"HASSETT, DOUGLAS",CA,36.0,REP,2018,20.6
10506,"BALL, DAN",CA,36.0,REP,2018,20.6
10507,"WOLKOWICZ, STEPHAN",CA,36.0,REP,2018,20.6
10508,"RUIZ, RAUL DR",CA,36.0,DEM,2018,20.6
10509,"PELZER, KIMBERLIN BROWN",CA,36.0,REP,2018,20.6
10510,"BASS, KAREN",CA,37.0,DEM,2018,37.2
10511,"BASSILIAN, RON",CA,37.0,REP,2018,37.2
10512,"DOWNING, RYAN",CA,38.0,REP,2018,21.9
10513,"SANCHEZ, LINDA",CA,38.0,DEM,2018,21.9
10514,"SAREGA, ANDREW",CA,39.0,REP,2018,40.2
10515,"COX, STEPHAN",CA,39.0,NNE,2018,40.2
10516,"ALEMAYHU, TED",CA,39.0,OTH,2018,40.2
10517,"CASTANEDA, JULIO MR.",CA,39.0,NNE,2018,40.2
10518,"ALEXANDER, SOPHIA JOSEPHINE 8506376927",CA,39.0,IND,2018,40.2
10519,"TRAN, MAI-KHANH",CA,39.0,DEM,2018,40.2
10520,"HUFF, BOB",CA,39.0,REP,2018,40.2
10521,"NELSON, SHAWN",CA,39.0,REP,2018,40.2
10522,"VARGAS, STEVEN",CA,39.0,REP,2018,40.2
10523,"JAMMAL, SAMIR",CA,39.0,DEM,2018,40.2
10524,"CISNEROS, GILBERT",CA,39.0,DEM,2018,40.2
10525,"THORBURN, ANDY",CA,39.0,DEM,2018,40.2
10526,"KIM, YOUNG",CA,39.0,REP,2018,40.2
10527,"LEGGETT, SUZI",CA,39.0,DEM,2018,40.2
10528,"SCHATZLE, KAREN LEE",CA,39.0,NNE,2018,40.2
10529,"STEED, CYBIL CAMILLE",CA,39.0,DEM,2018,40.2
10530,"JANOWICZ, PHIL ANDREW DR.",CA,39.0,DEM,2018,40.2
10531,"RUSK, TED",CA,39.0,DEM,2018,40.2
10532,"LIBERATORE, PHIL",CA,39.0,REP,2018,40.2
10533,"CHEN, JAY",CA,39.0,DEM,2018,40.2
10534,"CULLUM, JOHN J",CA,39.0,REP,2018,40.2
10535,"LEE, HERBERT",CA,39.0,DEM,2018,40.2
10536,"ROYBAL-ALLARD, LUCILLE",CA,40.0,DEM,2018,9.2
10537,"CORTES BARRAGAN, RODOLFO",CA,40.0,GRE,2018,9.2
10538,"BARRAGAN, RODOLFO CORTES",CA,40.0,GRE,2018,9.2
10539,"SMITH, AJA",CA,41.0,REP,2018,17.0
10540,"SHEPHERD, DOUG",CA,41.0,REP,2018,17.0
10541,"TAKANO, MARK",CA,41.0,DEM,2018,17.0
10542,"WOODY, MATT",CA,42.0,NNE,2018,24.3
10543,"PRICE, THOMAS EDWARD",CA,42.0,DEM,2018,24.3
10544,"CALVERT, KENNETH S",CA,42.0,REP,2018,24.3
10545,"PEACOCK, JULIA",CA,42.0,DEM,2018,24.3
10546,"QUINTERO, NORMAN",CA,42.0,DEM,2018,24.3
10547,"ZUNIGA, MIGUEL",CA,43.0,GRE,2018,24.9
10548,"COLLINS, JOE EDWARD",CA,43.0,DEM,2018,24.9
10549,"DUTERTE, EDWIN",CA,43.0,REP,2018,24.9
10550,"NAVARRO, OMAR",CA,43.0,REP,2018,24.9
10551,"WATERS, MAXINE",CA,43.0,DEM,2018,24.9
10552,"CAMPER, CANDANCE MS",CA,43.0,REP,2018,24.9
10553,"DEMARTINI, FRANK",CA,43.0,REP,2018,24.9
