percent_bachelor_or_above,name,state_fips,district,year,congress_session,raceyear,state,area,repcandidate,demcandidate
19.8,"Congressional District 3 (106th Congress), Mississippi",28,03,2000,106th Congress,1998,Mississippi,District 3,"Pickering, Charles W.",
18.9,"Congressional District 4 (106th Congress), Mississippi",28,04,2000,106th Congress,1998,Mississippi,District 4,"Hosemann, Delbert","Shows, Ronald Clifford"
17.4,"Congressional District 5 (106th Congress), Mississippi",28,05,2000,106th Congress,1998,Mississippi,District 5,"McConnell, Randy","Taylor, Gary Eugene"
23.0,"Congressional District 1 (106th Congress), Missouri",29,01,2000,106th Congress,1998,Missouri,District 1,"Soluade, Richmond A.","Clay, William Lacy Sr."
40.1,"Congressional District 2 (106th Congress), Missouri",29,02,2000,106th Congress,1998,Missouri,District 2,"Talent, James M.","Ross, John"
21.2,"Congressional District 3 (106th Congress), Missouri",29,03,2000,106th Congress,1998,Missouri,District 3,"Federer, Bill","Gephardt, Richard A."
16.2,"Congressional District 4 (106th Congress), Missouri",29,04,2000,106th Congress,1998,Missouri,District 4,"Noland, Cecilia D.","Skelton, Ike"
23.3,"Congressional District 5 (106th Congress), Missouri",29,05,2000,106th Congress,1998,Missouri,District 5,"Bennett, Penny","McCarthy, Karen"
20.7,"Congressional District 6 (106th Congress), Missouri",29,06,2000,106th Congress,1998,Missouri,District 6,"Bailey, Jeff","Danner, Pat"
17.8,"Congressional District 7 (106th Congress), Missouri",29,07,2000,106th Congress,1998,Missouri,District 7,"Blunt, Roy","Perkel, Marc"
11.9,"Congressional District 8 (106th Congress), Missouri",29,08,2000,106th Congress,1998,Missouri,District 8,"Emerson, Jo Ann","Heckemeyer, Anthony J."
21.1,"Congressional District 9 (106th Congress), Missouri",29,09,2000,106th Congress,1998,Missouri,District 9,"Hulshof, Kenny","Vogt, Linda"
24.4,"Congressional District (at Large) (106th Congress), Montana",30,00,2000,106th Congress,1998,Montana,At Large,"Hill, Rick","Deschamps, Dusty"
23.2,"Congressional District 1 (106th Congress), Nebraska",31,01,2000,106th Congress,1998,Nebraska,District 1,"Bereuter, Douglas K.","Eret, Don"
30.4,"Congressional District 2 (106th Congress), Nebraska",31,02,2000,106th Congress,1998,Nebraska,District 2,"Terry, Lee","Scott, Michael"
17.3,"Congressional District 3 (106th Congress), Nebraska",31,03,2000,106th Congress,1998,Nebraska,District 3,"Barrett, Bill",
15.0,"Congressional District 1 (106th Congress), Nevada",32,01,2000,106th Congress,1998,Nevada,District 1,"Chairez, Don","Berkley, Shelley"
20.9,"Congressional District 2 (106th Congress), Nevada",32,02,2000,106th Congress,1998,Nevada,District 2,"Gibbons, James A.",
28.3,"Congressional District 1 (106th Congress), New Hampshire",33,01,2000,106th Congress,1998,New Hampshire,District 1,"Sununu, John E.","Flood, Peter"
29.0,"Congressional District 2 (106th Congress), New Hampshire",33,02,2000,106th Congress,1998,New Hampshire,District 2,"Bass, Charles","Rauh, Mary"
19.7,"Congressional District 1 (106th Congress), New Jersey",34,01,2000,106th Congress,1998,New Jersey,District 1,"Richards, Ronald L.","Andrews, Robert E."
18.0,"Congressional District 2 (106th Congress), New Jersey",34,02,2000,106th Congress,1998,New Jersey,District 2,"LoBiondo, Frank A.","Hunsberger, Derek"
27.9,"Congressional District 3 (106th Congress), New Jersey",34,03,2000,106th Congress,1998,New Jersey,District 3,"Saxton, H. James","Polansky, Steven J."
23.4,"Congressional District 4 (106th Congress), New Jersey",34,04,2000,106th Congress,1998,New Jersey,District 4,"Smith, Christopher H.","Schneider, Larry"
38.6,"Congressional District 5 (106th Congress), New Jersey",34,05,2000,106th Congress,1998,New Jersey,District 5,"Roukema, Margaret S.","Schneider, Mike"
30.1,"Congressional District 6 (106th Congress), New Jersey",34,06,2000,106th Congress,1998,New Jersey,District 6,"Ferguson, Mike","Pallone, Frank Jr."
38.4,"Congressional District 7 (106th Congress), New Jersey",34,07,2000,106th Congress,1998,New Jersey,District 7,"Franks, Bob","Connelly, Maryanne"
28.1,"Congressional District 8 (106th Congress), New Jersey",34,08,2000,106th Congress,1998,New Jersey,District 8,"Kirnan, Matthew J.","Pascrell, William J. Jr."
29.6,"Congressional District 9 (106th Congress), New Jersey",34,09,2000,106th Congress,1998,New Jersey,District 9,"Lonegan, Steve","Rothman, Steven R."
15.6,"Congressional District 10 (106th Congress), New Jersey",34,10,2000,106th Congress,1998,New Jersey,District 10,"Wnuck, William Stanley","Payne, Donald M. Jr."
44.7,"Congressional District 11 (106th Congress), New Jersey",34,11,2000,106th Congress,1998,New Jersey,District 11,"Frelinghuysen, Rodney","Scollo, John P."
46.8,"Congressional District 12 (106th Congress), New Jersey",34,12,2000,106th Congress,1998,New Jersey,District 12,"Pappas, Michael","Holt, Rush D."
20.7,"Congressional District 13 (106th Congress), New Jersey",34,13,2000,106th Congress,1998,New Jersey,District 13,"de Leon, Theresa","Menendez, Robert"
29.3,"Congressional District 1 (106th Congress), New Mexico",35,01,2000,106th Congress,1998,New Mexico,District 1,"Wilson, Heather A.","Maloof, Phillip J."
17.0,"Congressional District 2 (106th Congress), New Mexico",35,02,2000,106th Congress,1998,New Mexico,District 2,"Skeen, Joseph R.","Baca, E. Shirley"
23.7,"Congressional District 3 (106th Congress), New Mexico",35,03,2000,106th Congress,1998,New Mexico,District 3,"Redmond, Bill","Udall, Tom"
27.0,"Congressional District 1 (106th Congress), New York",36,01,2000,106th Congress,1998,New York,District 1,"Forbes, Michael P.","Holst, William G."
23.1,"Congressional District 2 (106th Congress), New York",36,02,2000,106th Congress,1998,New York,District 2,"Lazio, Rick A.","Bace, John C."
36.0,"Congressional District 3 (106th Congress), New York",36,03,2000,106th Congress,1998,New York,District 3,"King, Peter T.","Langberg, Kevin N."
30.7,"Congressional District 4 (106th Congress), New York",36,04,2000,106th Congress,1998,New York,District 4,"Becker, Gregory R.","McCarthy, Carolyn"
40.7,"Congressional District 5 (106th Congress), New York",36,05,2000,106th Congress,1998,New York,District 5,"Pinzon, David C.","Ackerman, Gary L."
17.1,"Congressional District 6 (106th Congress), New York",36,06,2000,106th Congress,1998,New York,District 6,,"Meeks, Gregory W."
20.5,"Congressional District 7 (106th Congress), New York",36,07,2000,106th Congress,1998,New York,District 7,"Dillon, James J.","Crowley, Joseph"
50.6,"Congressional District 8 (106th Congress), New York",36,08,2000,106th Congress,1998,New York,District 8,"Howard, Theodore","Nadler, Jerrold"
29.7,"Congressional District 9 (106th Congress), New York",36,09,2000,106th Congress,1998,New York,District 9,"Telano, Louis","Weiner, Anthony"
19.2,"Congressional District 10 (106th Congress), New York",36,10,2000,106th Congress,1998,New York,District 10,"Brown, Ernestine M.","Towns, Edolphus"
21.4,"Congressional District 11 (106th Congress), New York",36,11,2000,106th Congress,1998,New York,District 11,"Greene, David","Owens, Major R."
16.7,"Congressional District 12 (106th Congress), New York",36,12,2000,106th Congress,1998,New York,District 12,"Markgraf, Rosemarie","Velázquez, Nydia M."
24.0,"Congressional District 13 (106th Congress), New York",36,13,2000,106th Congress,1998,New York,District 13,"Fossella, Vito J.","Prisco, Eugene V."
61.3,"Congressional District 14 (106th Congress), New York",36,14,2000,106th Congress,1998,New York,District 14,"Kupferman, Stephanie E.","Maloney, Carolyn B."
20.5,"Congressional District 15 (106th Congress), New York",36,15,2000,106th Congress,1998,New York,District 15,"Cunningham, David E.","Rangel, Charles B."
8.1,"Congressional District 16 (106th Congress), New York",36,16,2000,106th Congress,1998,New York,District 16,"Bayley, Thomas W. Jr.","Serrano, Jose E."
19.5,"Congressional District 17 (106th Congress), New York",36,17,2000,106th Congress,1998,New York,District 17,"Flumefreddo, Peter","Engel, Eliot L."
38.7,"Congressional District 18 (106th Congress), New York",36,18,2000,106th Congress,1998,New York,District 18,,"Lowey, Nita M."
37.1,"Congressional District 19 (106th Congress), New York",36,19,2000,106th Congress,1998,New York,District 19,"Kelly, Sue W.","Collins, Dick"
33.7,"Congressional District 20 (106th Congress), New York",36,20,2000,106th Congress,1998,New York,District 20,"Gilman, Benjamin A.","Feiner, Paul J."
28.5,"Congressional District 21 (106th Congress), New York",36,21,2000,106th Congress,1998,New York,District 21,"Ayers, Lauren","McNulty, Michael R."
24.8,"Congressional District 22 (106th Congress), New York",36,22,2000,106th Congress,1998,New York,District 22,"Sweeney, John E.","Bordewich, Jean P."
18.1,"Congressional District 23 (106th Congress), New York",36,23,2000,106th Congress,1998,New York,District 23,"Boehlert, Sherwood L.",
15.4,"Congressional District 24 (106th Congress), New York",36,24,2000,106th Congress,1998,New York,District 24,"McHugh, John M.","Tallon, Neil P."
26.3,"Congressional District 25 (106th Congress), New York",36,25,2000,106th Congress,1998,New York,District 25,"Walsh, James T.","Rothenberg, Yvonne"
25.2,"Congressional District 26 (106th Congress), New York",36,26,2000,106th Congress,1998,New York,District 26,"Walker, William H.","Hinchey, Maurice D."
26.3,"Congressional District 27 (106th Congress), New York",36,27,2000,106th Congress,1998,New York,District 27,"Reynolds, Thomas M.","Cook, Bill"
32.0,"Congressional District 28 (106th Congress), New York",36,28,2000,106th Congress,1998,New York,District 28,"Kaplan, Richard A.","Slaughter, Louise M."
21.3,"Congressional District 29 (106th Congress), New York",36,29,2000,106th Congress,1998,New York,District 29,"Collins, Chris","Lafalce, John J."
18.9,"Congressional District 30 (106th Congress), New York",36,30,2000,106th Congress,1998,New York,District 30,"Quinn, Jack","Peoples, Crystal D."
18.0,"Congressional District 31 (106th Congress), New York",36,31,2000,106th Congress,1998,New York,District 31,"Houghton, Amory","Rossiter, Caleb"
11.6,"Congressional District 1 (106th Congress), North Carolina",37,01,2000,106th Congress,1998,North Carolina,District 1,"Tyler, Ted","Clayton, Eva"
21.3,"Congressional District 2 (106th Congress), North Carolina",37,02,2000,106th Congress,1998,North Carolina,District 2,"Page, Dan","Etheridge, Bob"
19.1,"Congressional District 3 (106th Congress), North Carolina",37,03,2000,106th Congress,1998,North Carolina,District 3,"Jones, Walter B. Jr.","Williams, Jon"
46.2,"Congressional District 4 (106th Congress), North Carolina",37,04,2000,106th Congress,1998,North Carolina,District 4,"Roberg, Tom","Price, David E."
20.7,"Congressional District 5 (106th Congress), North Carolina",37,05,2000,106th Congress,1998,North Carolina,District 5,"Burr, Richard M.","Robinson, Mike"
23.4,"Congressional District 6 (106th Congress), North Carolina",37,06,2000,106th Congress,1998,North Carolina,District 6,"Coble, Howard",
18.4,"Congressional District 7 (106th Congress), North Carolina",37,07,2000,106th Congress,1998,North Carolina,District 7,,"McIntyre, Mike"
16.3,"Congressional District 8 (106th Congress), North Carolina",37,08,2000,106th Congress,1998,North Carolina,District 8,"Hayes, Robert","Taylor, Mike"
31.5,"Congressional District 9 (106th Congress), North Carolina",37,09,2000,106th Congress,1998,North Carolina,District 9,"Myrick, Sue","Blake, Rory"
14.9,"Congressional District 10 (106th Congress), North Carolina",37,10,2000,106th Congress,1998,North Carolina,District 10,"Ballenger, Cass",
19.9,"Congressional District 11 (106th Congress), North Carolina",37,11,2000,106th Congress,1998,North Carolina,District 11,"Taylor, Charles H.","Young, David"
20.4,"Congressional District 12 (106th Congress), North Carolina",37,12,2000,106th Congress,1998,North Carolina,District 12,"Keadle, John","Watt, Melvin"
22.0,"Congressional District (at Large) (106th Congress), North Dakota",38,00,2000,106th Congress,1998,North Dakota,At Large,"Cramer, Kevin","Pomeroy, Earl"
22.2,"Congressional District 1 (106th Congress), Ohio",39,01,2000,106th Congress,1998,Ohio,District 1,"Chabot, Steve","Qualls, Roxanne"
30.2,"Congressional District 2 (106th Congress), Ohio",39,02,2000,106th Congress,1998,Ohio,District 2,"Portman, Rob","Sanders, Charles W."
22.9,"Congressional District 3 (106th Congress), Ohio",39,03,2000,106th Congress,1998,Ohio,District 3,"Shondel, John S.","Hall, Tony P."
13.1,"Congressional District 4 (106th Congress), Ohio",39,04,2000,106th Congress,1998,Ohio,District 4,"Oxley, Michael G.","McClain, Paul"
15.1,"Congressional District 5 (106th Congress), Ohio",39,05,2000,106th Congress,1998,Ohio,District 5,"Gillmor, Paul E.","Darrow, Susan D."
14.5,"Congressional District 6 (106th Congress), Ohio",39,06,2000,106th Congress,1998,Ohio,District 6,"Hollister, Nancy P.","Strickland, Ted"
19.0,"Congressional District 7 (106th Congress), Ohio",39,07,2000,106th Congress,1998,Ohio,District 7,"Hobson, David L.","Minor, Donald E."
18.6,"Congressional District 8 (106th Congress), Ohio",39,08,2000,106th Congress,1998,Ohio,District 8,"Boehner, John A.","Griffin, John W."
20.2,"Congressional District 9 (106th Congress), Ohio",39,09,2000,106th Congress,1998,Ohio,District 9,"Emery, Edward S.","Kaptur, Marcy"
24.9,"Congressional District 10 (106th Congress), Ohio",39,10,2000,106th Congress,1998,Ohio,District 10,"Slovenic, Joe","Kucinich, Dennis J."
21.7,"Congressional District 11 (106th Congress), Ohio",39,11,2000,106th Congress,1998,Ohio,District 11,"Hereford, James D.","Jones, Stephanie Tubbs"
31.2,"Congressional District 12 (106th Congress), Ohio",39,12,2000,106th Congress,1998,Ohio,District 12,"Kasich, John R.","Brown, Edward S."
22.6,"Congressional District 13 (106th Congress), Ohio",39,13,2000,106th Congress,1998,Ohio,District 13,"Drake, Grace L.","Brown, Sherrod"
24.1,"Congressional District 14 (106th Congress), Ohio",39,14,2000,106th Congress,1998,Ohio,District 14,"Watkins, Tom","Sawyer, Thomas C."
31.4,"Congressional District 15 (106th Congress), Ohio",39,15,2000,106th Congress,1998,Ohio,District 15,"Pryce, Deborah","Miller, Adam Clay"
17.1,"Congressional District 16 (106th Congress), Ohio",39,16,2000,106th Congress,1998,Ohio,District 16,"Regula, Ralph S.","Ferguson, Peter D."
15.3,"Congressional District 17 (106th Congress), Ohio",39,17,2000,106th Congress,1998,Ohio,District 17,"Alberty, Paul H.","Traficant, James A."
10.8,"Congressional District 18 (106th Congress), Ohio",39,18,2000,106th Congress,1998,Ohio,District 18,"Ney, Bob","Burch, Robert L."
24.1,"Congressional District 19 (106th Congress), Ohio",39,19,2000,106th Congress,1998,Ohio,District 19,"LaTourette, Steven C.","Kelley, Elizabeth"
26.5,"Congressional District 1 (106th Congress), Oklahoma",40,01,2000,106th Congress,1998,Oklahoma,District 1,"Largent, Steve","Plowman, Howard"
13.6,"Congressional District 2 (106th Congress), Oklahoma",40,02,2000,106th Congress,1998,Oklahoma,District 2,"Coburn, Tom","Pharaoh, Kent"
15.7,"Congressional District 3 (106th Congress), Oklahoma",40,03,2000,106th Congress,1998,Oklahoma,District 3,"Watkins, Wes","Roberts, Walt"
20.8,"Congressional District 4 (106th Congress), Oklahoma",40,04,2000,106th Congress,1998,Oklahoma,District 4,"Watts, J. C.","Odom, Ben"
28.9,"Congressional District 5 (106th Congress), Oklahoma",40,05,2000,106th Congress,1998,Oklahoma,District 5,"Istook, Ernest J.","Smothermon, M.C."
15.5,"Congressional District 6 (106th Congress), Oklahoma",40,06,2000,106th Congress,1998,Oklahoma,District 6,"Lucas, Frank D.","Barby, Paul M."
35.5,"Congressional District 1 (106th Congress), Oregon",41,01,2000,106th Congress,1998,Oregon,District 1,"Bordonaro, Molly","Wu, David"
