,congressional_district,minority_percentage,year,candidates
1960,"Congressional District 1 (115th Congress), Mississippi",0.31404,2016,"Trent Kelly (Republican), Jacob Owens (Democratic), Chase Wilson (Libertarian)"
1961,"Congressional District 2 (115th Congress), Mississippi",0.69213,2016,"Bennie Thompson (Democratic), John Bouie II (Republican)"
1962,"Congressional District 3 (115th Congress), Mississippi",0.39119,2016,"Gregg Harper (Republican), Dennis Quinn (Democratic)"
1963,"Congressional District 4 (115th Congress), Mississippi",0.28353,2016,"Steven Palazzo (Republican), Mark Gladney (Democratic), Ric McCluskey (Libertarian)"
1964,"Congressional District 1 (115th Congress), Missouri",0.56658,2016,"Lacy Clay (Democratic), Steven G. Bailey (Republican), Robb Cunningham (Libertarian)"
1965,"Congressional District 2 (115th Congress), Missouri",0.10648,2016,"Ann Wagner (Republican), Jim Higgins (Libertarian), Bill Otto (Democratic)"
1966,"Congressional District 3 (115th Congress), Missouri",0.07462,2016,"Blaine Luetkemeyer (Republican), Kevin Miller (Democratic), Dan Hogan (Libertarian)"
1967,"Congressional District 4 (115th Congress), Missouri",0.11087,2016,"Vicky Hartzler (Republican), Gordon Christensen (Democratic), Mark Bliss (Libertarian)"
1968,"Congressional District 5 (115th Congress), Missouri",0.31596,2016,"Emanuel Cleaver (Democratic), Jacob Turk (Republican), Roy Welborn (Libertarian)"
1969,"Congressional District 6 (115th Congress), Missouri",0.09566,2016,"Sam Graves (Republican), David Blackwell (Democratic), Russ Monchil (Libertarian)"
1970,"Congressional District 7 (115th Congress), Missouri",0.08278,2016,"Billy Long (Republican), Genevieve Williams (Democratic), Benjamin Brixey (Libertarian)"
1971,"Congressional District 8 (115th Congress), Missouri",0.08327,2016,"Jason T. Smith (Republican), Dave Cowell (Democratic), Jonathan Shell (Libertarian)"
1972,"Congressional District (at Large) (115th Congress), Montana",0.11045,2016,"Ryan Zinke (Republican), Denise Juneau (Democratic), Rick Breckenridge (Libertarian)"
1973,"Congressional District 1 (115th Congress), Nebraska",0.1083,2016,"Jeff Fortenberry (Republican), Daniel Wik (Democratic)"
1974,"Congressional District 2 (115th Congress), Nebraska",0.1812,2016,"Don Bacon (Republican), Brad Ashford (Democratic), Steven Laird (Libertarian)"
1975,"Congressional District 3 (115th Congress), Nebraska",0.07126,2016,Adrian Smith (Republican)
1976,"Congressional District 1 (115th Congress), Nevada",0.46971,2016,"Dina Titus (Democratic), Mary Perry (Republican)"
1977,"Congressional District 2 (115th Congress), Nevada",0.19086,2016,"Mark Amodei (Republican), Chip Evans (Democratic)"
1978,"Congressional District 3 (115th Congress), Nevada",0.31985,2016,"Jacky Rosen (Democratic), Danny Tarkanian (Republican)"
1979,"Congressional District 4 (115th Congress), Nevada",0.34307,2016,"Ruben Kihuen (Democratic), Cresent Hardy (Republican), Steve Brown (Libertarian)"
1980,"Congressional District 1 (115th Congress), New Hampshire",0.0659,2016,"Carol Shea-Porter (Democratic), Frank Guinta (Republican)"
1981,"Congressional District 2 (115th Congress), New Hampshire",0.06542,2016,"Ann McLane Kuster (Democratic), Jim Lawrence (Republican)"
1982,"Congressional District 1 (115th Congress), New Jersey",0.32151,2016,"Donald Norcross (Democratic), Bob Patterson (Republican), Bill Sihr (Libertarian)"
1983,"Congressional District 2 (115th Congress), New Jersey",0.24616,2016,"Frank LoBiondo (Republican), David Cole (Democratic), John Ordille (Libertarian)"
1984,"Congressional District 3 (115th Congress), New Jersey",0.20325,2016,"Tom MacArthur (Republican), Fred LaVergne (Democratic)"
1985,"Congressional District 4 (115th Congress), New Jersey",0.1531,2016,"Chris Smith (Republican), Lorna Phillipson (Democratic), Jeremy Marcus (Libertarian)"
1986,"Congressional District 5 (115th Congress), New Jersey",0.20487,2016,"Josh Gottheimer (Democratic), Scott Garrett (Republican), Claudio Belusic (Libertarian)"
1987,"Congressional District 6 (115th Congress), New Jersey",0.36267,2016,"Frank Pallone (Democratic), Brent Sonnek-Schmelz (Republican), Judy Shamy (Libertarian), Rajit Malliah (Green)"
1988,"Congressional District 7 (115th Congress), New Jersey",0.21178,2016,"Leonard Lance (Republican), Peter Jacob (Democratic), Dan O'Neill (Libertarian)"
1989,"Congressional District 8 (115th Congress), New Jersey",0.42608,2016,"Albio Sires (Democratic), Agha Khan (Republican), Dan Delaney (Libertarian)"
1990,"Congressional District 9 (115th Congress), New Jersey",0.37801,2016,"Bill Pascrell (Democratic), Hector Castillo (Republican), Diego Rivera (Libertarian)"
1991,"Congressional District 10 (115th Congress), New Jersey",0.70983,2016,"Donald Payne Jr. (Democratic), David Pinckney (Republican)"
1992,"Congressional District 11 (115th Congress), New Jersey",0.18036,2016,"Rodney Frelinghuysen (Republican), Joseph Wenzel (Democratic), Jeff Hetrick (Libertarian)"
1993,"Congressional District 12 (115th Congress), New Jersey",0.40598,2016,"Bonnie Watson Coleman (Democratic), Steven Uccio (Republican), Thomas Fitzpatrick (Libertarian), Steven Welzer (Green)"
1994,"Congressional District 1 (115th Congress), New Mexico",0.28674,2016,"Michelle Luján Grisham (Democratic), Richard Priem (Republican)"
1995,"Congressional District 2 (115th Congress), New Mexico",0.14709,2016,"Steve Pearce (Republican), Merrie Lee Soules (Democratic)"
1996,"Congressional District 3 (115th Congress), New Mexico",0.34684,2016,"Ben Ray Luján (Democratic), Michael Romero (Republican)"
1997,"Congressional District 1 (115th Congress), New York",0.13151,2016,"Lee Zeldin (Republican), Anna Throne-Holst (Democratic)"
1998,"Congressional District 2 (115th Congress), New York",0.25992,2016,"Peter King (Republican), DuWayne Gregory (Democratic)"
1999,"Congressional District 3 (115th Congress), New York",0.25017,2016,"Tom Suozzi (Democratic), Jack Martins (Republican)"
2000,"Congressional District 4 (115th Congress), New York",0.35267,2016,"Kathleen Rice (Democratic), David Gurfein (Republican)"
2001,"Congressional District 5 (115th Congress), New York",0.82287,2016,"Gregory Meeks (Democratic), Michael O'Reilly (Republican), Frank Francois (Green)"
2002,"Congressional District 6 (115th Congress), New York",0.56238,2016,"Grace Meng (Democratic), Danniel S. Maio (Republican)"
2003,"Congressional District 7 (115th Congress), New York",0.52709,2016,"Nydia Velazquez (Democratic), Allan E. Romaguera (Republican)"
2004,"Congressional District 8 (115th Congress), New York",0.70274,2016,"Hakeem Jeffries (Democratic), Daniel Cavanagh (Conservative)"
2005,"Congressional District 9 (115th Congress), New York",0.65281,2016,Yvette Clarke (Democratic)
2006,"Congressional District 10 (115th Congress), New York",0.29766,2016,"Jerry Nadler (Democratic), Phillip Rosenthal (Republican)"
2007,"Congressional District 11 (115th Congress), New York",0.29912,2016,"Dan Donovan (Republican), Richard Reichard (Democratic), Henry Bardel (Green)"
2008,"Congressional District 12 (115th Congress), New York",0.26611,2016,"Carolyn Maloney (Democratic), Robert Ardini (Republican)"
2009,"Congressional District 13 (115th Congress), New York",0.71372,2016,"Adriano Espaillat (Democratic), Robert A. Evans Jr. (Republican), Daniel Rivera (Green)"
2010,"Congressional District 14 (115th Congress), New York",0.54605,2016,"Joe Crowley (Democratic), Frank Spotorno (Republican)"
2011,"Congressional District 15 (115th Congress), New York",0.8459,2016,"José Serrano (Democratic), Alejandro Vega (Republican)"
2012,"Congressional District 16 (115th Congress), New York",0.53468,2016,Eliot Engel (Democratic)
2013,"Congressional District 17 (115th Congress), New York",0.3148,2016,Nita Lowey (Democratic)
2014,"Congressional District 18 (115th Congress), New York",0.23508,2016,"Sean Patrick Maloney (Democratic), Phil Oliva (Republican)"
2015,"Congressional District 19 (115th Congress), New York",0.1123,2016,"John Faso (Republican), Zephyr Teachout (Democratic)"
2016,"Congressional District 20 (115th Congress), New York",0.20673,2016,"Paul Tonko (Democratic), Francis J. Vitollo (Republican)"
2017,"Congressional District 21 (115th Congress), New York",0.08036,2016,"Elise Stefanik (Republican), Mike Derrick (Democratic), Matt Funiciello (Green)"
2018,"Congressional District 22 (115th Congress), New York",0.10578,2016,"Claudia Tenney (Republican), Kim Myers (Democratic), Martin Babinec (Reform)"
2019,"Congressional District 23 (115th Congress), New York",0.09493,2016,"Tom Reed (Republican), John Plumb (Democratic)"
2020,"Congressional District 24 (115th Congress), New York",0.15746,2016,"John Katko (Republican), Colleen Deacon (Democratic)"
2021,"Congressional District 25 (115th Congress), New York",0.24407,2016,"Louise Slaughter (Democratic), Mark Assini (Republican)"
2022,"Congressional District 26 (115th Congress), New York",0.2827,2016,"Brian Higgins (Democratic), Shelly Shratz (Republican)"
2023,"Congressional District 27 (115th Congress), New York",0.06965,2016,"Chris Collins (Republican), Diana Kastenbaum (Democratic)"
2024,"Congressional District 1 (115th Congress), North Carolina",0.53106,2016,"G. K. Butterfield (Democratic), H. Powell Dew (Republican), J. J. Summerell (Libertarian)"
2025,"Congressional District 2 (115th Congress), North Carolina",0.28667,2016,"George Holding (Republican), John McNeil (Democratic)"
2026,"Congressional District 3 (115th Congress), North Carolina",0.27326,2016,"Walter B. Jones Jr. (Republican), Ernest Reeves (Democratic)"
2027,"Congressional District 4 (115th Congress), North Carolina",0.38074,2016,"David Price (Democratic), Sue Googe (Republican)"
2028,"Congressional District 5 (115th Congress), North Carolina",0.20986,2016,"Virginia Foxx (Republican), Josh Brannon (Democratic)"
2029,"Congressional District 6 (115th Congress), North Carolina",0.28591,2016,"Mark Walker (Republican), Pete Glidewell (Democratic)"
2030,"Congressional District 7 (115th Congress), North Carolina",0.25003,2016,"David Rouzer (Republican), J. Wesley Casteen (Democratic)"
2031,"Congressional District 8 (115th Congress), North Carolina",0.34296,2016,"Richard Hudson (Republican), Thomas Mills (Democratic)"
2032,"Congressional District 9 (115th Congress), North Carolina",0.34402,2016,"Robert Pittenger (Republican), Christian Cano (Democratic)"
2033,"Congressional District 10 (115th Congress), North Carolina",0.19048,2016,"Patrick McHenry (Republican), Andy Millard (Democratic)"
2034,"Congressional District 11 (115th Congress), North Carolina",0.0948,2016,"Mark Meadows (Republican), Rick Bryson (Democratic)"
2035,"Congressional District 12 (115th Congress), North Carolina",0.52335,2016,"Alma Adams (Democratic), Leon Threatt (Republican)"
2036,"Congressional District 13 (115th Congress), North Carolina",0.30033,2016,"Ted Budd (Republican), Bruce Davis (Democratic)"
2037,"Congressional District (at Large) (115th Congress), North Dakota",0.12802,2016,"Kevin Cramer (Republican), Chase Iron Eyes (Democratic), Jack Seaman (Libertarian)"
2038,"Congressional District 1 (115th Congress), Ohio",0.29633,2016,"Steve Chabot (Republican), Michele Young (Democratic), Sholom Keller (Write-in), Kiumars Kiani (Write-in)"
2039,"Congressional District 2 (115th Congress), Ohio",0.12855,2016,"Brad Wenstrup (Republican), William R. Smith (Democratic), Janet Everhard (Write-in)"
2040,"Congressional District 3 (115th Congress), Ohio",0.43582,2016,"Joyce Beatty (Democratic), John Adams (Republican)"
2041,"Congressional District 4 (115th Congress), Ohio",0.10221,2016,"Jim Jordan (Republican), Janet Garrett (Democratic)"
2042,"Congressional District 5 (115th Congress), Ohio",0.07951,2016,"Bob Latta (Republican), James L. Neu Jr. (Democratic)"
2043,"Congressional District 6 (115th Congress), Ohio",0.04875,2016,"Bill Johnson (Republican), Michael Lorentz (Democratic)"
2044,"Congressional District 7 (115th Congress), Ohio",0.07173,2016,"Bob Gibbs (Republican), Roy Rich (Democratic), Dan Phillip (Independent)"
2045,"Congressional District 8 (115th Congress), Ohio",0.11323,2016,"Warren Davidson (Republican), Steven Fought (Democratic), Derrick James Hendricks (Green)"
2046,"Congressional District 9 (115th Congress), Ohio",0.2696,2016,"Marcy Kaptur (Democratic), Donald Larson (Republican), George Skalsky (Write-in)"
2047,"Congressional District 10 (115th Congress), Ohio",0.23226,2016,"Mike Turner (Republican), Robert Klepinger (Democratic), Tom McMasters (Independent), Dave Harlow (Write-in)"
2048,"Congressional District 11 (115th Congress), Ohio",0.60694,2016,"Marcia Fudge (Democratic), Beverly A. Goldstein (Republican)"
2049,"Congressional District 12 (115th Congress), Ohio",0.12852,2016,"Pat Tiberi (Republican), Ed Albertson (Democratic), Joe Manchik (Green), J. Baumeister (Write-in)"
2050,"Congressional District 13 (115th Congress), Ohio",0.17282,2016,"Tim Ryan (Democratic), Richard Morckel (Republican), Calvin Hill (Write-in)"
2051,"Congressional District 14 (115th Congress), Ohio",0.09217,2016,"David Joyce (Republican), Michael Wager (Democratic), Andrew Jarvi (Green;"
2052,"Congressional District 15 (115th Congress), Ohio",0.09621,2016,"Steve Stivers (Republican), Scott Wharton (Democratic)"
2053,"Congressional District 16 (115th Congress), Ohio",0.06674,2016,"Jim Renacci (Republican), Keith Mundy (Democratic)"
2054,"Congressional District 1 (115th Congress), Oklahoma",0.29177,2016,Jim Bridenstine (Republican)
2055,"Congressional District 2 (115th Congress), Oklahoma",0.33581,2016,"Markwayne Mullin (Republican), Joshua Harris-Till (Democratic)"
2056,"Congressional District 3 (115th Congress), Oklahoma",0.2092,2016,"Frank Lucas (Republican), Frankie Robbins (Democratic)"
2057,"Congressional District 4 (115th Congress), Oklahoma",0.23858,2016,"Tom Cole (Republican), Christina Owen (Democratic), Sevier White (Libertarian)"
2058,"Congressional District 5 (115th Congress), Oklahoma",0.30437,2016,"Steve Russell (Republican), Al McAffrey (Democratic), Zachary Knight (Libertarian)"
2059,"Congressional District 1 (115th Congress), Oregon",0.20457,2016,"Suzanne Bonamici (Democratic), Brian Heinrich (Republican), Kyle Sheahan (Libertarian)"
2060,"Congressional District 2 (115th Congress), Oregon",0.10069,2016,"Greg Walden (Republican), Jim Crary (Democratic)"
2061,"Congressional District 3 (115th Congress), Oregon",0.2077,2016,Earl Blumenauer (Democratic)
2062,"Congressional District 4 (115th Congress), Oregon",0.10894,2016,"Peter DeFazio (Democratic), Art Robinson (Republican), Gil Guthrie (Libertarian), Michael Beilstein (Green)"
2063,"Congressional District 5 (115th Congress), Oregon",0.15331,2016,"Kurt Schrader (Democratic), Colm Willis (Republican)"
2064,"Congressional District 1 (115th Congress), Pennsylvania",0.53537,2016,"Bob Brady (Democratic), Deborah Williams (Republican)"
2065,"Congressional District 2 (115th Congress), Pennsylvania",0.68362,2016,"Dwight Evans (Democratic), James Jones (Republican)"
